Disturbance,Temperature,Common_Name,Sex,Date,Initial_Three_Min_Cnt,TaxonCode,PIF_Watchlist_Status,Year,Scientific_Name,AcceptedTSN,Source_Sheet,AOU_Code,Interval_Length,Location_Type,End_Time,Admin_Unit_Code,Sky,Wind,Flyover_Observed,Distance,Humidity,Regional_Stewardship_Status,Start_Time,ID_Method,Plot_Name,Visit,Observer,Ecosystem
No effect on count,23.0,Brown-headed Cowbird,Unknown,2018-06-02,False,94215,False,2018,Molothrus ater,179112,CHOH,BHCO,8.75,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,50.0,87.1999969482422,False,07:03:00,Calling,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Carolina Wren,Unknown,2018-06-02,True,88350,False,2018,Thryothorus ludovicianus,178581,CHOH,CARW,1.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,75.0,87.1999969482422,False,07:03:00,Singing,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Eastern Wood-Pewee,Undetermined,2018-06-02,True,85846,False,2018,Contopus virens,178359,CHOH,EAWP,1.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,50.0,87.1999969482422,True,07:03:00,Singing,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Mourning Dove,Unknown,2018-06-02,False,82737,False,2018,Zenaida macroura,177125,CHOH,MODO,6.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,75.0,87.1999969482422,False,07:03:00,Calling,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Great Crested Flycatcher,Unknown,2018-06-02,True,85791,False,2018,Myiarchus crinitus,178309,CHOH,GCFL,1.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,50.0,87.1999969482422,False,07:03:00,Calling,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Red-eyed Vireo,Undetermined,2018-06-02,False,93587,False,2018,Vireo olivaceus,179021,CHOH,REVI,3.75,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,50.0,87.1999969482422,False,07:03:00,Singing,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Acadian Flycatcher,Unknown,2018-06-02,True,85824,False,2018,Empidonax virescens,178339,CHOH,ACFL,1.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,75.0,87.1999969482422,True,07:03:00,Singing,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Louisiana Waterthrush,Undetermined,2018-06-02,True,773814,False,2018,Parkesia motacilla,950009,CHOH,LOWA,1.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,50.0,87.1999969482422,True,07:03:00,Singing,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Red-bellied Woodpecker,Unknown,2018-06-02,True,84865,False,2018,Melanerpes carolinus,178195,CHOH,RBWO,1.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,50.0,87.1999969482422,False,07:03:00,Calling,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Northern Cardinal,Unknown,2018-06-02,True,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,1.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,75.0,87.1999969482422,False,07:03:00,Singing,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Northern Cardinal,Unknown,2018-06-02,True,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,1.25,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,50.0,87.1999969482422,False,07:03:00,Singing,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,23.0,Eastern Tufted Titmouse,Unknown,2018-06-02,False,266957,False,2018,Baeolophus bicolor,554138,CHOH,ETTI,3.75,Forest,07:13:00,CHOH,Cloudy/Overcast,1.0,False,75.0,87.1999969482422,False,07:03:00,Singing,CHOH-0806,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Indigo Bunting,Undetermined,2018-06-02,False,94257,False,2018,Passerina cyanea,179150,CHOH,INBU,8.75,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,50.0,82.5,True,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Warbling Vireo,Undetermined,2018-06-02,True,93589,False,2018,Vireo gilvus,179023,CHOH,WAVI,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Red-bellied Woodpecker,Unknown,2018-06-02,False,84865,False,2018,Melanerpes carolinus,178195,CHOH,RBWO,6.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Calling,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Northern Parula,Undetermined,2018-06-02,False,890949,False,2018,Setophaga americana,950033,CHOH,NOPA,3.75,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Northern Cardinal,Unknown,2018-06-02,True,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Northern Cardinal,Unknown,2018-06-02,True,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,3.75,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,50.0,82.5,False,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Red-eyed Vireo,Undetermined,2018-06-02,False,93587,False,2018,Vireo olivaceus,179021,CHOH,REVI,3.75,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Common Yellowthroat,Undetermined,2018-06-02,True,92708,False,2018,Geothlypis trichas,178944,CHOH,COYE,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,50.0,82.5,False,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Northern Flicker,Unknown,2018-06-02,False,84820,False,2018,Colaptes auratus,178154,CHOH,NOFL,6.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Calling,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,American Goldfinch,Unknown,2018-06-02,False,95300,False,2018,Spinus tristis,179236,CHOH,AMGO,8.75,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,50.0,82.5,False,06:16:00,Calling,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Brown-headed Cowbird,Unknown,2018-06-02,False,94215,False,2018,Molothrus ater,179112,CHOH,BHCO,3.75,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Calling,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Carolina Wren,Unknown,2018-06-02,True,88350,False,2018,Thryothorus ludovicianus,178581,CHOH,CARW,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,American Crow,Unknown,2018-06-02,False,87106,False,2018,Corvus brachyrhynchos,179731,CHOH,AMCR,6.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,True,62.25455405725101,82.5,False,06:16:00,Visualization,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Acadian Flycatcher,Unknown,2018-06-02,True,85824,False,2018,Empidonax virescens,178339,CHOH,ACFL,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,True,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,American Crow,Unknown,2018-06-02,True,87106,False,2018,Corvus brachyrhynchos,179731,CHOH,AMCR,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Calling,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Eastern Bluebird,Unknown,2018-06-02,False,87184,False,2018,Sialia sialis,179801,CHOH,EABL,8.75,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,50.0,82.5,False,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Eastern Wood-Pewee,Undetermined,2018-06-02,True,85846,False,2018,Contopus virens,178359,CHOH,EAWP,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,50.0,82.5,True,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Great Crested Flycatcher,Unknown,2018-06-02,False,85791,False,2018,Myiarchus crinitus,178309,CHOH,GCFL,3.75,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,False,06:16:00,Calling,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Eastern Wood-Pewee,Undetermined,2018-06-02,True,85846,False,2018,Contopus virens,178359,CHOH,EAWP,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,75.0,82.5,True,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.2000007629395,Carolina Chickadee,Undetermined,2018-06-02,True,265876,False,2018,Poecile carolinensis,554383,CHOH,CACH,1.25,Forest,06:26:00,CHOH,Cloudy/Overcast,1.0,False,50.0,82.5,True,06:16:00,Singing,CHOH-0795,1,Kimberly Serno,Forest
No effect on count,22.6000003814697,Blue-gray Gnatcatcher,Unknown,2018-06-02,True,88038,False,2018,Polioptila caerulea,179853,CHOH,BGGN,1.25,Forest,07:49:00,CHOH,Fog,1.0,False,50.0,82.1999969482422,False,07:39:00,Calling,CHOH-0755,1,Brian Swimelar,Forest
No effect on count,22.6000003814697,Carolina Wren,Unknown,2018-06-02,False,88350,False,2018,Thryothorus ludovicianus,178581,CHOH,CARW,3.75,Forest,07:49:00,CHOH,Fog,1.0,False,50.0,82.1999969482422,False,07:39:00,Singing,CHOH-0755,1,Brian Swimelar,Forest
No effect on count,22.6000003814697,Eastern Tufted Titmouse,Unknown,2018-06-02,True,266957,False,2018,Baeolophus bicolor,554138,CHOH,ETTI,1.25,Forest,07:49:00,CHOH,Fog,1.0,False,75.0,82.1999969482422,False,07:39:00,Singing,CHOH-0755,1,Brian Swimelar,Forest
No effect on count,22.6000003814697,Northern Parula,Undetermined,2018-06-02,True,890949,False,2018,Setophaga americana,950033,CHOH,NOPA,1.25,Forest,07:49:00,CHOH,Fog,1.0,False,50.0,82.1999969482422,False,07:39:00,Singing,CHOH-0755,1,Brian Swimelar,Forest
No effect on count,22.6000003814697,Yellow-billed Cuckoo,Unknown,2018-06-02,False,89102,False,2018,Coccyzus americanus,177831,CHOH,YBCU,3.75,Forest,07:49:00,CHOH,Fog,1.0,False,50.0,82.1999969482422,False,07:39:00,Visualization,CHOH-0755,1,Brian Swimelar,Forest
Slight effect on count,16.0,Eastern Wood-Pewee,Undetermined,2018-06-04,False,85846,False,2018,Contopus virens,178359,CHOH,EAWP,6.25,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,75.0,84.3000030517578,True,08:52:00,Singing,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Downy Woodpecker,Unknown,2018-06-04,False,84936,False,2018,Picoides pubescens,178259,CHOH,DOWO,6.25,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,75.0,84.3000030517578,True,08:52:00,Calling,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Carolina Wren,Unknown,2018-06-04,False,88350,False,2018,Thryothorus ludovicianus,178581,CHOH,CARW,8.75,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,50.0,84.3000030517578,False,08:52:00,Singing,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Carolina Chickadee,Undetermined,2018-06-04,False,265876,False,2018,Poecile carolinensis,554383,CHOH,CACH,3.75,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,50.0,84.3000030517578,True,08:52:00,Calling,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Acadian Flycatcher,Unknown,2018-06-04,True,85824,False,2018,Empidonax virescens,178339,CHOH,ACFL,1.25,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,50.0,84.3000030517578,True,08:52:00,Singing,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Eastern Wood-Pewee,Undetermined,2018-06-04,True,85846,False,2018,Contopus virens,178359,CHOH,EAWP,1.25,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,50.0,84.3000030517578,True,08:52:00,Singing,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Northern Cardinal,Undetermined,2018-06-04,True,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,1.25,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,50.0,84.3000030517578,False,08:52:00,Visualization,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Pileated Woodpecker,Unknown,2018-06-04,False,84833,False,2018,Dryocopus pileatus,178166,CHOH,PIWO,8.75,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,50.0,84.3000030517578,False,08:52:00,Calling,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Red-bellied Woodpecker,Unknown,2018-06-04,True,84865,False,2018,Melanerpes carolinus,178195,CHOH,RBWO,3.75,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,50.0,84.3000030517578,False,08:52:00,Calling,CHOH-1018,1,Brian Swimelar,Forest
Slight effect on count,16.0,Red-eyed Vireo,Undetermined,2018-06-04,True,93587,False,2018,Vireo olivaceus,179021,CHOH,REVI,1.25,Forest,09:02:00,CHOH,Cloudy/Overcast,2.0,False,50.0,84.3000030517578,False,08:52:00,Singing,CHOH-1018,1,Brian Swimelar,Forest
Serious effect on count,18.2999992370605,Red-bellied Woodpecker,Unknown,2018-06-04,True,84865,False,2018,Melanerpes carolinus,178195,CHOH,RBWO,1.25,Forest,07:31:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,07:21:00,Visualization,CHOH-0989,1,Brian Swimelar,Forest
Serious effect on count,18.2999992370605,Blue-gray Gnatcatcher,Undetermined,2018-06-04,False,88038,False,2018,Polioptila caerulea,179853,CHOH,BGGN,3.75,Forest,07:31:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,07:21:00,Calling,CHOH-0989,1,Brian Swimelar,Forest
Serious effect on count,18.2999992370605,Carolina Wren,Unknown,2018-06-04,True,88350,False,2018,Thryothorus ludovicianus,178581,CHOH,CARW,1.25,Forest,07:31:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,07:21:00,Singing,CHOH-0989,1,Brian Swimelar,Forest
Serious effect on count,18.2999992370605,Downy Woodpecker,Unknown,2018-06-04,False,84936,False,2018,Picoides pubescens,178259,CHOH,DOWO,8.75,Forest,07:31:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,True,07:21:00,Calling,CHOH-0989,1,Brian Swimelar,Forest
Serious effect on count,18.2999992370605,Northern Cardinal,Unknown,2018-06-04,True,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,1.25,Forest,07:31:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,07:21:00,Calling,CHOH-0989,1,Brian Swimelar,Forest
Serious effect on count,18.2999992370605,Pileated Woodpecker,Unknown,2018-06-04,True,84833,False,2018,Dryocopus pileatus,178166,CHOH,PIWO,1.25,Forest,07:31:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,07:21:00,Calling,CHOH-0989,1,Brian Swimelar,Forest
Serious effect on count,18.2999992370605,Red-bellied Woodpecker,Unknown,2018-06-04,True,84865,False,2018,Melanerpes carolinus,178195,CHOH,RBWO,1.25,Forest,07:31:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,07:21:00,Calling,CHOH-0989,1,Brian Swimelar,Forest
Serious effect on count,18.2999992370605,Red-bellied Woodpecker,Unknown,2018-06-04,True,84865,False,2018,Melanerpes carolinus,178195,CHOH,RBWO,3.75,Forest,07:31:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,False,07:21:00,Calling,CHOH-0989,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Hairy Woodpecker,Unknown,2018-06-04,False,85739,False,2018,Picoides villosus,178262,CHOH,HAWO,6.25,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,False,06:50:00,Calling,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Northern Parula,Undetermined,2018-06-04,True,890949,False,2018,Setophaga americana,950033,CHOH,NOPA,1.25,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,False,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Northern Parula,Undetermined,2018-06-04,True,890949,False,2018,Setophaga americana,950033,CHOH,NOPA,1.25,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Northern Cardinal,Male,2018-06-04,False,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,8.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,06:50:00,Visualization,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Carolina Wren,Unknown,2018-06-04,False,88350,False,2018,Thryothorus ludovicianus,178581,CHOH,CARW,3.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Louisiana Waterthrush,Undetermined,2018-06-04,False,773814,False,2018,Parkesia motacilla,950009,CHOH,LOWA,8.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,True,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Great Crested Flycatcher,Unknown,2018-06-04,False,85791,False,2018,Myiarchus crinitus,178309,CHOH,GCFL,3.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Eastern Tufted Titmouse,Unknown,2018-06-04,False,266957,False,2018,Baeolophus bicolor,554138,CHOH,ETTI,8.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,False,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Eastern Tufted Titmouse,Unknown,2018-06-04,False,266957,False,2018,Baeolophus bicolor,554138,CHOH,ETTI,6.25,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,06:50:00,Visualization,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Eastern Tufted Titmouse,Unknown,2018-06-04,False,266957,False,2018,Baeolophus bicolor,554138,CHOH,ETTI,3.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,06:50:00,Calling,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Eastern Tufted Titmouse,Unknown,2018-06-04,True,266957,False,2018,Baeolophus bicolor,554138,CHOH,ETTI,1.25,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,False,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Eastern Wood-Pewee,Undetermined,2018-06-04,True,85846,False,2018,Contopus virens,178359,CHOH,EAWP,1.25,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,True,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Northern Cardinal,Undetermined,2018-06-04,False,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,8.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,06:50:00,Visualization,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,American Crow,Unknown,2018-06-04,False,87106,False,2018,Corvus brachyrhynchos,179731,CHOH,AMCR,3.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,50.0,73.0999984741211,False,06:50:00,Calling,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Acadian Flycatcher,Unknown,2018-06-04,True,85824,False,2018,Empidonax virescens,178339,CHOH,ACFL,1.25,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,True,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
No effect on count,18.2999992370605,Carolina Wren,Unknown,2018-06-04,False,88350,False,2018,Thryothorus ludovicianus,178581,CHOH,CARW,8.75,Forest,07:00:00,CHOH,Cloudy/Overcast,2.0,False,75.0,73.0999984741211,False,06:50:00,Singing,CHOH-0986,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Northern Cardinal,Unknown,2018-06-04,False,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,6.25,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,75.0,75.8000030517578,False,06:29:00,Calling,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Blue-gray Gnatcatcher,Undetermined,2018-06-04,True,88038,False,2018,Polioptila caerulea,179853,CHOH,BGGN,3.75,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,50.0,75.8000030517578,False,06:29:00,Singing,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Great Crested Flycatcher,Unknown,2018-06-04,True,85791,False,2018,Myiarchus crinitus,178309,CHOH,GCFL,3.75,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,50.0,75.8000030517578,False,06:29:00,Calling,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Eastern Wood-Pewee,Undetermined,2018-06-04,False,85846,False,2018,Contopus virens,178359,CHOH,EAWP,6.25,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,75.0,75.8000030517578,True,06:29:00,Singing,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Northern Cardinal,Unknown,2018-06-04,False,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,3.75,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,50.0,75.8000030517578,False,06:29:00,Singing,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Acadian Flycatcher,Unknown,2018-06-04,False,85824,False,2018,Empidonax virescens,178339,CHOH,ACFL,3.75,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,50.0,75.8000030517578,True,06:29:00,Singing,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Northern Cardinal,Unknown,2018-06-04,False,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,6.25,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,75.0,75.8000030517578,False,06:29:00,Singing,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Yellow Warbler,Undetermined,2018-06-04,True,773778,False,2018,Setophaga petechia,950039,CHOH,YEWA,1.25,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,50.0,75.8000030517578,False,06:29:00,Singing,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Red-eyed Vireo,Undetermined,2018-06-04,True,93587,False,2018,Vireo olivaceus,179021,CHOH,REVI,1.25,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,50.0,75.8000030517578,False,06:29:00,Singing,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,American Crow,Unknown,2018-06-04,True,87106,False,2018,Corvus brachyrhynchos,179731,CHOH,AMCR,1.25,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,50.0,75.8000030517578,False,06:29:00,Calling,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,American Crow,Unknown,2018-06-04,True,87106,False,2018,Corvus brachyrhynchos,179731,CHOH,AMCR,1.25,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,75.0,75.8000030517578,False,06:29:00,Calling,CHOH-0983,1,Brian Swimelar,Forest
Serious effect on count,18.7000007629395,Red-bellied Woodpecker,Unknown,2018-06-04,True,84865,False,2018,Melanerpes carolinus,178195,CHOH,RBWO,1.25,Forest,06:39:00,CHOH,Cloudy/Overcast,2.0,False,50.0,75.8000030517578,False,06:29:00,Calling,CHOH-0983,1,Brian Swimelar,Forest
No effect on count,16.5,Louisiana Waterthrush,Undetermined,2018-06-12,True,773814,False,2018,Parkesia motacilla,950009,CHOH,LOWA,1.25,Forest,07:17:00,CHOH,Partly Cloudy,2.0,False,50.0,75.5,True,07:07:00,Singing,CHOH-1111,1,Kimberly Serno,Forest
No effect on count,16.5,Scarlet Tanager,Undetermined,2018-06-12,True,88071,False,2018,Piranga olivacea,179883,CHOH,SCTA,1.25,Forest,07:17:00,CHOH,Partly Cloudy,2.0,False,50.0,75.5,True,07:07:00,Singing,CHOH-1111,1,Kimberly Serno,Forest
No effect on count,16.5,Red-bellied Woodpecker,Unknown,2018-06-12,True,84865,False,2018,Melanerpes carolinus,178195,CHOH,RBWO,1.25,Forest,07:17:00,CHOH,Partly Cloudy,2.0,False,50.0,75.5,False,07:07:00,Calling,CHOH-1111,1,Kimberly Serno,Forest
No effect on count,16.5,Pileated Woodpecker,Unknown,2018-06-12,False,84833,False,2018,Dryocopus pileatus,178166,CHOH,PIWO,8.75,Forest,07:17:00,CHOH,Partly Cloudy,2.0,False,50.0,75.5,False,07:07:00,Calling,CHOH-1111,1,Kimberly Serno,Forest
No effect on count,16.5,Northern Parula,Undetermined,2018-06-12,False,890949,False,2018,Setophaga americana,950033,CHOH,NOPA,3.75,Forest,07:17:00,CHOH,Partly Cloudy,2.0,False,75.0,75.5,False,07:07:00,Singing,CHOH-1111,1,Kimberly Serno,Forest
No effect on count,16.5,Northern Cardinal,Unknown,2018-06-12,True,94228,False,2018,Cardinalis cardinalis,179124,CHOH,NOCA,1.25,Forest,07:17:00,CHOH,Partly Cloudy,2.0,False,50.0,75.5,False,07:07:00,Singing,CHOH-1111,1,Kimberly Serno,Forest
No effect on count,16.5,Great Crested Flycatcher,Unknown,2018-06-12,True,85791,False,2018,Myiarchus crinitus,178309,CHOH,GCFL,3.75,Forest,07:17:00,CHOH,Partly Cloudy,2.0,False,50.0,75.5,False,07:07:00,Calling,CHOH-1111,1,Kimberly Serno,Forest
No effect on count,16.5,Carolina Wren,Unknown,2018-06-12,False,88350,False,2018,Thryothorus ludovicianus,178581,CHOH,CARW,6.25,Forest,07:17:00,CHOH,Partly Cloudy,2.0,False,50.0,75.5,False,07:07:00,Singing,CHOH-1111,1,Kimberly Serno,Forest
