ID_Method,Observer,Start_Time,Scientific_Name,Temperature,Interval_Length,Wind,Visit,Source_Sheet,Humidity,Distance,Admin_Unit_Code,Common_Name,PIF_Watchlist_Status,Sex,Year,End_Time,Date,Sky,TaxonCode,Initial_Three_Min_Cnt,Regional_Stewardship_Status,Plot_Name,AOU_Code,Disturbance,AcceptedTSN,Flyover_Observed,Location_Type,Ecosystem
Singing,Brian Swimelar,08:40:00,Baeolophus bicolor,26.1000003814697,8.75,1.0,2,CHOH,89.3000030517578,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,08:50:00,2018-06-29,Partly Cloudy,266957,False,False,GWMP-0045,ETTI,No effect on count,554138.0,False,Forest,Forest
Calling,Brian Swimelar,08:40:00,Cyanocitta cristata,26.1000003814697,1.25,1.0,2,CHOH,89.3000030517578,75.0,CHOH,Blue Jay,False,Unknown,2018,08:50:00,2018-06-29,Partly Cloudy,86252,True,False,GWMP-0045,BLJA,No effect on count,179680.0,False,Forest,Forest
Calling,Brian Swimelar,08:40:00,Cyanocitta cristata,26.1000003814697,6.25,1.0,2,CHOH,89.3000030517578,50.0,CHOH,Blue Jay,False,Unknown,2018,08:50:00,2018-06-29,Partly Cloudy,86252,False,False,GWMP-0045,BLJA,No effect on count,179680.0,False,Forest,Forest
Singing,Brian Swimelar,08:40:00,Thryothorus ludovicianus,26.1000003814697,6.25,1.0,2,CHOH,89.3000030517578,75.0,CHOH,Carolina Wren,False,Unknown,2018,08:50:00,2018-06-29,Partly Cloudy,88350,False,False,GWMP-0045,CARW,No effect on count,178581.0,False,Forest,Forest
Singing,Brian Swimelar,08:40:00,Contopus virens,26.1000003814697,1.25,1.0,2,CHOH,89.3000030517578,75.0,CHOH,Eastern Wood-Pewee,False,Undetermined,2018,08:50:00,2018-06-29,Partly Cloudy,85846,True,True,GWMP-0045,EAWP,No effect on count,178359.0,False,Forest,Forest
Calling,Brian Swimelar,08:40:00,Melanerpes carolinus,26.1000003814697,3.75,1.0,2,CHOH,89.3000030517578,75.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,08:50:00,2018-06-29,Partly Cloudy,84865,False,False,GWMP-0045,RBWO,No effect on count,178195.0,False,Forest,Forest
Calling,Brian Swimelar,08:40:00,Picoides pubescens,26.1000003814697,1.25,1.0,2,CHOH,89.3000030517578,75.0,CHOH,Downy Woodpecker,False,Unknown,2018,08:50:00,2018-06-29,Partly Cloudy,84936,True,True,GWMP-0045,DOWO,No effect on count,178259.0,False,Forest,Forest
Calling,Brian Swimelar,07:54:00,Cyanocitta cristata,24.6000003814697,1.25,2.0,2,CHOH,79.5,75.0,CHOH,Blue Jay,False,Unknown,2018,08:04:00,2018-06-29,Partly Cloudy,86252,True,False,GWMP-0062,BLJA,No effect on count,179680.0,False,Forest,Forest
Singing,Brian Swimelar,07:54:00,Cardinalis cardinalis,24.6000003814697,8.75,2.0,2,CHOH,79.5,75.0,CHOH,Northern Cardinal,False,Unknown,2018,08:04:00,2018-06-29,Partly Cloudy,94228,False,False,GWMP-0062,NOCA,No effect on count,179124.0,False,Forest,Forest
Calling,Brian Swimelar,07:54:00,Melanerpes carolinus,24.6000003814697,3.75,2.0,2,CHOH,79.5,50.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,08:04:00,2018-06-29,Partly Cloudy,84865,False,False,GWMP-0062,RBWO,No effect on count,178195.0,False,Forest,Forest
Calling,Brian Swimelar,07:54:00,Baeolophus bicolor,24.6000003814697,3.75,2.0,2,CHOH,79.5,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,08:04:00,2018-06-29,Partly Cloudy,266957,False,False,GWMP-0062,ETTI,No effect on count,554138.0,False,Forest,Forest
Calling,Brian Swimelar,07:54:00,Sitta carolinensis,24.6000003814697,8.75,2.0,2,CHOH,79.5,75.0,CHOH,White-breasted Nuthatch,False,Unknown,2018,08:04:00,2018-06-29,Partly Cloudy,90935,False,False,GWMP-0062,WBNU,No effect on count,178775.0,False,Forest,Forest
Singing,Brian Swimelar,07:54:00,Contopus virens,24.6000003814697,1.25,2.0,2,CHOH,79.5,75.0,CHOH,Eastern Wood-Pewee,False,Undetermined,2018,08:04:00,2018-06-29,Partly Cloudy,85846,True,True,GWMP-0062,EAWP,No effect on count,178359.0,False,Forest,Forest
Singing,Brian Swimelar,07:54:00,Piranga olivacea,24.6000003814697,3.75,2.0,2,CHOH,79.5,50.0,CHOH,Scarlet Tanager,False,Undetermined,2018,08:04:00,2018-06-29,Partly Cloudy,88071,False,True,GWMP-0062,SCTA,No effect on count,179883.0,False,Forest,Forest
Calling,Brian Swimelar,07:54:00,Picoides pubescens,24.6000003814697,1.25,2.0,2,CHOH,79.5,50.0,CHOH,Downy Woodpecker,False,Unknown,2018,08:04:00,2018-06-29,Partly Cloudy,84936,True,True,GWMP-0062,DOWO,No effect on count,178259.0,False,Forest,Forest
Visualization,Brian Swimelar,06:58:00,Cardinalis cardinalis,25.1000003814697,3.75,2.0,2,CHOH,71.3000030517578,50.0,CHOH,Northern Cardinal,False,Male,2018,07:08:00,2018-06-29,Partly Cloudy,94228,False,False,CHOH-1336,NOCA,No effect on count,179124.0,False,Forest,Forest
Visualization,Brian Swimelar,06:58:00,Poecile carolinensis,25.1000003814697,6.25,2.0,2,CHOH,71.3000030517578,50.0,CHOH,Carolina Chickadee,False,Unknown,2018,07:08:00,2018-06-29,Partly Cloudy,265876,False,True,CHOH-1336,CACH,No effect on count,554383.0,False,Forest,Forest
Calling,Brian Swimelar,06:58:00,Sitta carolinensis,25.1000003814697,1.25,2.0,2,CHOH,71.3000030517578,75.0,CHOH,White-breasted Nuthatch,False,Unknown,2018,07:08:00,2018-06-29,Partly Cloudy,90935,True,False,CHOH-1336,WBNU,No effect on count,178775.0,False,Forest,Forest
Singing,Brian Swimelar,06:58:00,Poecile carolinensis,25.1000003814697,1.25,2.0,2,CHOH,71.3000030517578,50.0,CHOH,Carolina Chickadee,False,Undetermined,2018,07:08:00,2018-06-29,Partly Cloudy,265876,True,True,CHOH-1336,CACH,No effect on count,554383.0,False,Forest,Forest
Singing,Brian Swimelar,06:58:00,Cardinalis cardinalis,25.1000003814697,1.25,2.0,2,CHOH,71.3000030517578,75.0,CHOH,Northern Cardinal,False,Unknown,2018,07:08:00,2018-06-29,Partly Cloudy,94228,True,False,CHOH-1336,NOCA,No effect on count,179124.0,False,Forest,Forest
Calling,Brian Swimelar,06:58:00,Corvus brachyrhynchos,25.1000003814697,3.75,2.0,2,CHOH,71.3000030517578,75.0,CHOH,American Crow,False,Unknown,2018,07:08:00,2018-06-29,Partly Cloudy,87106,False,False,CHOH-1336,AMCR,No effect on count,179731.0,False,Forest,Forest
Visualization,Brian Swimelar,06:58:00,Spinus tristis,25.1000003814697,8.75,2.0,2,CHOH,71.3000030517578,,CHOH,American Goldfinch,False,Undetermined,2018,07:08:00,2018-06-29,Partly Cloudy,95300,False,False,CHOH-1336,AMGO,No effect on count,179236.0,True,Forest,Forest
Calling,Brian Swimelar,06:58:00,Baeolophus bicolor,25.1000003814697,1.25,2.0,2,CHOH,71.3000030517578,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,07:08:00,2018-06-29,Partly Cloudy,266957,True,False,CHOH-1336,ETTI,No effect on count,554138.0,False,Forest,Forest
Visualization,Brian Swimelar,06:58:00,Baeolophus bicolor,25.1000003814697,1.25,2.0,2,CHOH,71.3000030517578,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,07:08:00,2018-06-29,Partly Cloudy,266957,True,False,CHOH-1336,ETTI,No effect on count,554138.0,False,Forest,Forest
Singing,Brian Swimelar,06:58:00,Baeolophus bicolor,25.1000003814697,3.75,2.0,2,CHOH,71.3000030517578,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,07:08:00,2018-06-29,Partly Cloudy,266957,True,False,CHOH-1336,ETTI,No effect on count,554138.0,False,Forest,Forest
Visualization,Brian Swimelar,06:58:00,Spinus tristis,25.1000003814697,8.75,2.0,2,CHOH,71.3000030517578,,CHOH,American Goldfinch,False,Male,2018,07:08:00,2018-06-29,Partly Cloudy,95300,False,False,CHOH-1336,AMGO,No effect on count,179236.0,True,Forest,Forest
Visualization,Brian Swimelar,06:58:00,Spinus tristis,25.1000003814697,6.25,2.0,2,CHOH,71.3000030517578,50.0,CHOH,American Goldfinch,False,Undetermined,2018,07:08:00,2018-06-29,Partly Cloudy,95300,False,False,CHOH-1336,AMGO,No effect on count,179236.0,False,Forest,Forest
Calling,Brian Swimelar,06:58:00,Melanerpes carolinus,25.1000003814697,1.25,2.0,2,CHOH,71.3000030517578,75.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,07:08:00,2018-06-29,Partly Cloudy,84865,True,False,CHOH-1336,RBWO,No effect on count,178195.0,False,Forest,Forest
Visualization,Brian Swimelar,06:58:00,Cardinalis cardinalis,25.1000003814697,6.25,2.0,2,CHOH,71.3000030517578,50.0,CHOH,Northern Cardinal,False,Undetermined,2018,07:08:00,2018-06-29,Partly Cloudy,94228,False,False,CHOH-1336,NOCA,No effect on count,179124.0,False,Forest,Forest
Calling,Brian Swimelar,09:02:00,Cyanocitta cristata,27.2000007629395,1.25,1.0,2,CHOH,83.6999969482422,75.0,CHOH,Blue Jay,False,Unknown,2018,09:12:00,2018-06-29,Partly Cloudy,86252,True,False,GWMP-0055,BLJA,Slight effect on count,179680.0,False,Forest,Forest
Visualization,Brian Swimelar,09:02:00,Poecile carolinensis,27.2000007629395,3.75,1.0,2,CHOH,83.6999969482422,50.0,CHOH,Carolina Chickadee,False,Unknown,2018,09:12:00,2018-06-29,Partly Cloudy,265876,False,True,GWMP-0055,CACH,Slight effect on count,554383.0,False,Forest,Forest
Singing,Brian Swimelar,09:02:00,Polioptila caerulea,27.2000007629395,1.25,1.0,2,CHOH,83.6999969482422,75.0,CHOH,Blue-gray Gnatcatcher,False,Undetermined,2018,09:12:00,2018-06-29,Partly Cloudy,88038,True,False,GWMP-0055,BGGN,Slight effect on count,179853.0,False,Forest,Forest
Calling,Brian Swimelar,09:02:00,Baeolophus bicolor,27.2000007629395,1.25,1.0,2,CHOH,83.6999969482422,75.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,09:12:00,2018-06-29,Partly Cloudy,266957,True,False,GWMP-0055,ETTI,Slight effect on count,554138.0,False,Forest,Forest
Singing,Brian Swimelar,09:02:00,Vireo olivaceus,27.2000007629395,3.75,1.0,2,CHOH,83.6999969482422,50.0,CHOH,Red-eyed Vireo,False,Undetermined,2018,09:12:00,2018-06-29,Partly Cloudy,93587,False,False,GWMP-0055,REVI,Slight effect on count,179021.0,False,Forest,Forest
Singing,Brian Swimelar,09:02:00,Vireo olivaceus,27.2000007629395,6.25,1.0,2,CHOH,83.6999969482422,50.0,CHOH,Red-eyed Vireo,False,Undetermined,2018,09:12:00,2018-06-29,Partly Cloudy,93587,False,False,GWMP-0055,REVI,Slight effect on count,179021.0,False,Forest,Forest
Calling,Brian Swimelar,09:02:00,Sitta carolinensis,27.2000007629395,1.25,1.0,2,CHOH,83.6999969482422,75.0,CHOH,White-breasted Nuthatch,False,Unknown,2018,09:12:00,2018-06-29,Partly Cloudy,90935,True,False,GWMP-0055,WBNU,Slight effect on count,178775.0,False,Forest,Forest
Singing,Kimberly Serno,06:12:00,Cardinalis cardinalis,21.2999992370605,6.25,2.0,2,CHOH,59.0,50.0,CHOH,Northern Cardinal,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,94228,False,False,CHOH-0239,NOCA,No effect on count,179124.0,False,Forest,Forest
Calling,Kimberly Serno,06:12:00,Melanerpes carolinus,21.2999992370605,3.75,2.0,2,CHOH,59.0,75.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,84865,False,False,CHOH-0239,RBWO,No effect on count,178195.0,False,Forest,Forest
Singing,Kimberly Serno,06:12:00,Cardinalis cardinalis,21.2999992370605,1.25,2.0,2,CHOH,59.0,50.0,CHOH,Northern Cardinal,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,94228,True,False,CHOH-0239,NOCA,No effect on count,179124.0,False,Forest,Forest
Singing,Kimberly Serno,06:12:00,Passerina cyanea,21.2999992370605,3.75,2.0,2,CHOH,59.0,50.0,CHOH,Indigo Bunting,False,Undetermined,2018,06:22:00,2018-07-09,Partly Cloudy,94257,False,True,CHOH-0239,INBU,No effect on count,179150.0,False,Forest,Forest
Singing,Kimberly Serno,06:12:00,Passerina cyanea,21.2999992370605,1.25,2.0,2,CHOH,59.0,50.0,CHOH,Indigo Bunting,False,Undetermined,2018,06:22:00,2018-07-09,Partly Cloudy,94257,True,True,CHOH-0239,INBU,No effect on count,179150.0,False,Forest,Forest
Singing,Kimberly Serno,06:12:00,Baeolophus bicolor,21.2999992370605,6.25,2.0,2,CHOH,59.0,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,266957,False,False,CHOH-0239,ETTI,No effect on count,554138.0,False,Forest,Forest
Singing,Kimberly Serno,06:12:00,Baeolophus bicolor,21.2999992370605,1.25,2.0,2,CHOH,59.0,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,266957,True,False,CHOH-0239,ETTI,No effect on count,554138.0,False,Forest,Forest
Calling,Kimberly Serno,06:12:00,Baeolophus bicolor,21.2999992370605,1.25,2.0,2,CHOH,59.0,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,266957,True,False,CHOH-0239,ETTI,No effect on count,554138.0,False,Forest,Forest
Singing,Kimberly Serno,06:12:00,Thryothorus ludovicianus,21.2999992370605,1.25,2.0,2,CHOH,59.0,50.0,CHOH,Carolina Wren,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,88350,True,False,CHOH-0239,CARW,No effect on count,178581.0,False,Forest,Forest
Calling,Kimberly Serno,06:12:00,Cyanocitta cristata,21.2999992370605,3.75,2.0,2,CHOH,59.0,75.0,CHOH,Blue Jay,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,86252,False,False,CHOH-0239,BLJA,No effect on count,179680.0,False,Forest,Forest
Calling,Kimberly Serno,06:12:00,Corvus brachyrhynchos,21.2999992370605,1.25,2.0,2,CHOH,59.0,50.0,CHOH,American Crow,False,Unknown,2018,06:22:00,2018-07-09,Partly Cloudy,87106,True,False,CHOH-0239,AMCR,No effect on count,179731.0,False,Forest,Forest
Calling,Kimberly Serno,07:20:00,Melanerpes carolinus,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,84865,True,False,CHOH-0407,RBWO,Slight effect on count,178195.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Passerina cyanea,18.5,8.75,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Indigo Bunting,False,Undetermined,2018,07:30:00,2018-07-09,Partly Cloudy,94257,False,True,CHOH-0407,INBU,Slight effect on count,179150.0,False,Forest,Forest
Calling,Kimberly Serno,07:20:00,Sitta carolinensis,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,White-breasted Nuthatch,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,90935,True,False,CHOH-0407,WBNU,Slight effect on count,178775.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Cardinalis cardinalis,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Northern Cardinal,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,94228,True,False,CHOH-0407,NOCA,Slight effect on count,179124.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Vireo olivaceus,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Red-eyed Vireo,False,Undetermined,2018,07:30:00,2018-07-09,Partly Cloudy,93587,True,False,CHOH-0407,REVI,Slight effect on count,179021.0,False,Forest,Forest
Calling,Kimberly Serno,07:20:00,Picoides pubescens,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Downy Woodpecker,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,84936,True,True,CHOH-0407,DOWO,Slight effect on count,178259.0,False,Forest,Forest
Calling,Kimberly Serno,07:20:00,Polioptila caerulea,18.5,3.75,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Blue-gray Gnatcatcher,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,88038,False,False,CHOH-0407,BGGN,Slight effect on count,179853.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Empidonax virescens,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Acadian Flycatcher,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,85824,True,True,CHOH-0407,ACFL,Slight effect on count,178339.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Contopus virens,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Eastern Wood-Pewee,False,Undetermined,2018,07:30:00,2018-07-09,Partly Cloudy,85846,True,True,CHOH-0407,EAWP,Slight effect on count,178359.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Spinus tristis,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,American Goldfinch,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,95300,True,False,CHOH-0407,AMGO,Slight effect on count,179236.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Vireo gilvus,18.5,1.25,2.0,2,CHOH,78.3000030517578,75.0,CHOH,Warbling Vireo,False,Undetermined,2018,07:30:00,2018-07-09,Partly Cloudy,93589,True,False,CHOH-0407,WAVI,Slight effect on count,179023.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Thryothorus ludovicianus,18.5,1.25,2.0,2,CHOH,78.3000030517578,50.0,CHOH,Carolina Wren,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,88350,True,False,CHOH-0407,CARW,Slight effect on count,178581.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Thryothorus ludovicianus,18.5,1.25,2.0,2,CHOH,78.3000030517578,75.0,CHOH,Carolina Wren,False,Unknown,2018,07:30:00,2018-07-09,Partly Cloudy,88350,True,False,CHOH-0407,CARW,Slight effect on count,178581.0,False,Forest,Forest
Singing,Kimberly Serno,07:20:00,Geothlypis trichas,18.5,6.25,2.0,2,CHOH,78.3000030517578,75.0,CHOH,Common Yellowthroat,False,Undetermined,2018,07:30:00,2018-07-09,Partly Cloudy,92708,False,False,CHOH-0407,COYE,Slight effect on count,178944.0,False,Forest,Forest
Singing,Kimberly Serno,07:36:00,Thryothorus ludovicianus,17.7000007629395,3.75,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Carolina Wren,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,88350,False,False,CHOH-0360,CARW,No effect on count,178581.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Picoides pubescens,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Downy Woodpecker,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,84936,True,True,CHOH-0360,DOWO,No effect on count,178259.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Melanerpes carolinus,17.7000007629395,8.75,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,84865,False,False,CHOH-0360,RBWO,No effect on count,178195.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Melanerpes carolinus,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,75.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,84865,True,False,CHOH-0360,RBWO,No effect on count,178195.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Melanerpes carolinus,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,84865,True,False,CHOH-0360,RBWO,No effect on count,178195.0,False,Forest,Forest
Singing,Kimberly Serno,07:36:00,Cardinalis cardinalis,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,75.0,CHOH,Northern Cardinal,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,94228,True,False,CHOH-0360,NOCA,No effect on count,179124.0,False,Forest,Forest
Singing,Kimberly Serno,07:36:00,Cardinalis cardinalis,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Northern Cardinal,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,94228,True,False,CHOH-0360,NOCA,No effect on count,179124.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Zenaida macroura,17.7000007629395,3.75,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Mourning Dove,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,82737,False,False,CHOH-0360,MODO,No effect on count,177125.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Molothrus ater,17.7000007629395,3.75,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Brown-headed Cowbird,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,94215,False,False,CHOH-0360,BHCO,No effect on count,179112.0,False,Forest,Forest
Singing,Kimberly Serno,07:36:00,Baeolophus bicolor,17.7000007629395,3.75,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,266957,False,False,CHOH-0360,ETTI,No effect on count,554138.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Coccyzus americanus,17.7000007629395,8.75,2.0,2,CHOH,80.9000015258789,75.0,CHOH,Yellow-billed Cuckoo,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,89102,False,False,CHOH-0360,YBCU,No effect on count,177831.0,False,Forest,Forest
Singing,Kimberly Serno,07:36:00,Thryothorus ludovicianus,17.7000007629395,3.75,2.0,2,CHOH,80.9000015258789,75.0,CHOH,Carolina Wren,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,88350,False,False,CHOH-0360,CARW,No effect on count,178581.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Poecile carolinensis,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,75.0,CHOH,Carolina Chickadee,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,265876,True,True,CHOH-0360,CACH,No effect on count,554383.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Polioptila caerulea,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Blue-gray Gnatcatcher,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,88038,True,False,CHOH-0360,BGGN,No effect on count,179853.0,False,Forest,Forest
Singing,Kimberly Serno,07:36:00,Turdus migratorius,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,50.0,CHOH,American Robin,False,Undetermined,2018,07:46:00,2018-07-09,Partly Cloudy,87136,True,False,CHOH-0360,AMRO,No effect on count,179759.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Turdus migratorius,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,50.0,CHOH,American Robin,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,87136,True,False,CHOH-0360,AMRO,No effect on count,179759.0,False,Forest,Forest
Calling,Kimberly Serno,07:36:00,Spinus tristis,17.7000007629395,8.75,2.0,2,CHOH,80.9000015258789,50.0,CHOH,American Goldfinch,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,95300,False,False,CHOH-0360,AMGO,No effect on count,179236.0,False,Forest,Forest
Singing,Kimberly Serno,07:36:00,Empidonax virescens,17.7000007629395,1.25,2.0,2,CHOH,80.9000015258789,50.0,CHOH,Acadian Flycatcher,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,85824,True,True,CHOH-0360,ACFL,No effect on count,178339.0,False,Forest,Forest
Singing,Kimberly Serno,07:36:00,Baeolophus bicolor,17.7000007629395,6.25,2.0,2,CHOH,80.9000015258789,75.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,07:46:00,2018-07-09,Partly Cloudy,266957,False,False,CHOH-0360,ETTI,No effect on count,554138.0,False,Forest,Forest
Calling,Kimberly Serno,07:56:00,Baeolophus bicolor,18.3999996185303,3.75,2.0,2,CHOH,81.0999984741211,50.0,CHOH,Eastern Tufted Titmouse,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,266957,False,False,CHOH-0253,ETTI,No effect on count,554138.0,False,Forest,Forest
Calling,Kimberly Serno,07:56:00,Spinus tristis,18.3999996185303,3.75,2.0,2,CHOH,81.0999984741211,50.0,CHOH,American Goldfinch,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,95300,False,False,CHOH-0253,AMGO,No effect on count,179236.0,False,Forest,Forest
Singing,Kimberly Serno,07:56:00,Empidonax virescens,18.3999996185303,1.25,2.0,2,CHOH,81.0999984741211,50.0,CHOH,Acadian Flycatcher,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,85824,True,True,CHOH-0253,ACFL,No effect on count,178339.0,False,Forest,Forest
Calling,Kimberly Serno,07:56:00,Melanerpes carolinus,18.3999996185303,3.75,2.0,2,CHOH,81.0999984741211,75.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,84865,False,False,CHOH-0253,RBWO,No effect on count,178195.0,False,Forest,Forest
Singing,Kimberly Serno,07:56:00,Hylocichla mustelina,18.3999996185303,1.25,2.0,2,CHOH,81.0999984741211,50.0,CHOH,Wood Thrush,True,Undetermined,2018,08:06:00,2018-07-09,Clear or Few Clouds,87156,True,True,CHOH-0253,WOTH,No effect on count,179777.0,False,Forest,Forest
Calling,Kimberly Serno,07:56:00,Melanerpes carolinus,18.3999996185303,3.75,2.0,2,CHOH,81.0999984741211,50.0,CHOH,Red-bellied Woodpecker,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,84865,False,False,CHOH-0253,RBWO,No effect on count,178195.0,False,Forest,Forest
Calling,Kimberly Serno,07:56:00,Spinus tristis,18.3999996185303,1.25,2.0,2,CHOH,81.0999984741211,75.0,CHOH,American Goldfinch,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,95300,True,False,CHOH-0253,AMGO,No effect on count,179236.0,False,Forest,Forest
Singing,Kimberly Serno,07:56:00,Thryothorus ludovicianus,18.3999996185303,1.25,2.0,2,CHOH,81.0999984741211,75.0,CHOH,Carolina Wren,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,88350,True,False,CHOH-0253,CARW,No effect on count,178581.0,False,Forest,Forest
Calling,Kimberly Serno,07:56:00,Corvus brachyrhynchos,18.3999996185303,8.75,2.0,2,CHOH,81.0999984741211,50.0,CHOH,American Crow,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,87106,False,False,CHOH-0253,AMCR,No effect on count,179731.0,False,Forest,Forest
Singing,Kimberly Serno,07:56:00,Cardinalis cardinalis,18.3999996185303,1.25,2.0,2,CHOH,81.0999984741211,75.0,CHOH,Northern Cardinal,False,Unknown,2018,08:06:00,2018-07-09,Clear or Few Clouds,94228,True,False,CHOH-0253,NOCA,No effect on count,179124.0,False,Forest,Forest
